,BoiteVitesse,PuissanceFiscale,Prix,NombreDePlaces,NombreDePortes,Cylindrée,Energie,NombreDeCylindres,Carrosserie,Marque,Modele
374,Automatique,9CV,199 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, XC40 RECHARGEULTIMATE SINGLE MOTOR
375,Automatique,14CV,229 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, XC40 RECHARGEULTIMATE TWIN MOTOR
376,Automatique,9CV,199 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, C40 RECHARGEPLUS SINGLE MOTOR
377,Automatique,14CV,229 900 DT TTC,5,5,,Electrique,,SUV,VOLVO, C40 RECHARGEULTIMATE TWIN MOTOR
378,Automatique,11CV,194 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S602.0 L PLUS DARK
379,Automatique,11CV,214 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S602.0 L ULTIMATE DARK
380,Automatique,15CV,269 900 DT TTC,5,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC602.0 L PLUS DARK
381,Automatique,15CV,299 900 DT TTC,5,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC602.0 L ULTIMATE DARK
382,Automatique,20CV,354 900 DT TTC,5,5,1969CM³,Essence | Hybride rechargeable,4.0,SUV,VOLVO, XC602.0 L RECHARGE ULTIMATE BRIGHT
383,Automatique,15CV,244 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S902.0 L PLUS DARK
384,Automatique,15CV,269 900 DT TTC,5,4,1969CM³,Essence | Hybride léger,4.0,Berline,VOLVO, S902.0 L ULTIMATE BRIGHT
385,Automatique,15CV,384 900 DT TTC,7,5,1969CM³,Essence | Hybride léger,4.0,SUV,VOLVO, XC902.0 L ULTIMATE BRIGHT
386,Automatique,20CV,449 900 DT TTC,7,5,1969CM³,Essence | Hybride rechargeable,4.0,SUV,VOLVO, XC902.0 L RECHARGE ULTIMATE BRIGHT
