Aide au démarrage en côte,Alimentation électrique,Allumage automatique des feux,Bouton Start & Stop,Clé intelligente,Climatisation,Détecteur de pluie,Direction assistée,Fermeture centralisée,Frein de stationnement éléctrique,Limiteur de vitesse,Ordinateur de bord,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sélecteur de modes de conduite,Sièges avant réglables en hauteur,Système Start & Stop,Vitres électriques,Volant réglable,Accoudoirs,Appuis têtes arrières,Autoradio,Connectivité,Ecran,Pommeau de levier de vitesse,Sellerie,Sièges,Tableau de bord,Vitres,Volant,Aide au stationnement,Antibrouillards,Eléments extérieurs couleur carrosserie,Feux à LED,Jantes,Phares,Spoiler arrière,Carrosserie,Hauteur,Largeur,Longueur,Nombre de places,Nombre de portes,Peinture,Volume du coffre,0-100 Km/h,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Vitesse maxi,Boîte,Couple,Cylindrée,Energie,Nombre de cylindres,Nombre de rapports,Puissance (ch.din),Puissance fiscale,Transmission,ABS,Airbags,Anti-démarrage électronique,Anti-patinage,Assistance au freinage,Fixations ISOFIX,Surveillance d’angle mort,Garantie,prix,description,Modes de conduite,Dynamic Response,Autonomie électrique,Stores pare-soleil,Volume du coffre avant,Temps de recharge rapide,GPS,Consommation électrique,Capot moteur actif,Volume du coffre maximal,Lave Phares,Kit rangement,Détecteur de fatigue,Système de récupération d,Temps de recharge rapid,Détection des piétons,Kit sécurité,Instrumentation digitale,Coffre à bagages,Frein de stationnement,Emissions de CO2,Alerte de circulation transversale,Caméra d,Pack aérodynamique M,Caméra de recul,Ordinateur de Bord,Temps de recharge normale,Type,Aileron arrière,Sideblades,Contrôle de pression des pneus,Rétroviseur Intérieur,Volant et pommeau de levier de vitesse en cuir,Empattement,Tapis de sol,Rideau de benne,Arceau de benne,Éclairage d,Aide au Stationnement,Carte mains libres,Instrumentation numérique,Suspension,Contrôle du roulis de la remorque,Pack Sport Chrono,Financement,Boulons de roues protégés,Lumières d,Baguettes extérieures d,Sièges réglables en hauteur,Aide au maintien dans la voie,Airbags frontaux,Stabilisateur de vent latéral,Pédaliers,Cloison entre cabine et compartiment arrière,Consommation électrique WLTP,Fermeture assistée des portes,Différentiel autobloquant,Seuils de portes,Marchepieds latéraux,Ceintures de securite,Kit éclairage,Version pays chauds,Anti-Patinage,Alerte de franchissement de ligne,Ecran central,Sorties d’échappement,Puissance électrique,Caméra latérale,Magic Wash,Frein de parking électrique,SYSTÈME START & STOP,DSC,Freinage,Ciel de pavillon,Contrôle adaptatif de la charge,Voiture populaire,Radar de Stationnement,Nombre de moteurs électriques,ALARME ANTIVOL,Injection,ECRAN,Reconnaissance des panneaux,Kit fumeurs,Volume utile,RADAR DE STATIONNEMENT,Finition intérieure,Surface de chargement,Alarme antivol,Autonomie électrique WLTP,Navigation,4 roues directrices,Toit,Autonomie WLTP,Avertisseur de changement de voie,Contrôle de stabilité anti-retournement,Kit carrosserie,Affichage tête haute,Airbags rideaux,Frein de parking éléctrique,Charge utile,Boîte à gants réfrigérée,Assistant de feux de route,Poignées de portes,Feux de position à LED,Train roulant,Prise 12V,Airbags latéraux,Pneumatiques runflat,Baguettes extérieures d'encadrement des vitres,Préparation pour téléphone,Barre stabilisatrice,Poids total en charge,Spoiler Arrière,Barres de toit,Anti-démarrage,Pack nuit,Radar de stationnement,Système de descente en côte,Puissance avec overboost (ch.din),Clé Intelligente,Nombre de moteurs,Terrain Response,Degivrage lunette arriere,Autonomie NEDC,Conduite autonome,Boule d,Batterie,Lumières d'ambiance,Calandre,Couple électrique
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique,Oui,Oui,À distance,,Oui,Oui,Adaptatif | Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables,,,,Avant/Arrière,En hauteur et en profondeur,Avant,,Commandes au volant,Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Alcantara/Sensatec,Conducteur à réglage électrique | Fonction mémoire | Sport,Luxury,Calorifuges,Cuir | Multi-fonctions | M | Sport,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,,,Feux de jour | Avant | Arrières,En aluminium | 18,Adaptatifs | LED,,SUV,1642 mm,1845 mm,4500 mm,5,5,,490 L,5.6 s,,,,180 KM/H,Automatique,494 nm 0 tr/min,,Electrique,,1,313 CH,N.C. CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,TCS,AFU,Oui,,5 ans (2+3),224900 DT,BMW IX1Xdrive30 Pack M,,,,,,29 minutes,,,,,,Oui,Oui,,,Oui,Triangle de présignalisation | Trousse de premiers secours,10.25,Ouverture et fermeture motorisée,Éléctrique,,,,,,,6.5 heures,,,,,,,,Oui,,,,,,,,,,,Oui,,Shadow Line,Conducteur et passager,,,,,,16.9 kWh/100 km,,,,,,,,,,Tactile | 10.7 pouces | Curved Display,,,,,,,,,M anthracite,,,,1,,,,,,,,Noir brillant | Quarzsilber mat grainé,,,474 km,,,Ouvrant | Panoramique | En verre,,,,Pack Sport M,,,,,,Oui,,,,,,,,,,,,M Shadow Line à haute brillance,,,,,,,,,,,,,64.8 kWh,,,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables,,,,Avant/Arrière,En hauteur et en profondeur,Avant,,Commandes au volant,Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Sensatec perforé,Conducteur à réglage électrique | Fonction mémoire | Sport,,Lunette et vitres arrières sur-teintées | Calorifuges,Cuir | Multi-fonctions,Radar de recul | Radar avant | Caméra de recul | Parkassist,,,Feux de jour | Avant | Arrières,En aluminium | 17,Adaptatifs | LED,,SUV,1642 mm,1845 mm,4500 mm,5,5,,540 L,6.8 s,,1.8 L/100 km,,190 KM/H,Automatique,477 nm 1500 tr/min,1499 CM³,Essence | Hybride rechargeable,3,7,245 CH,8 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,TCS,AFU,Oui,,5 ans (2+3),217900 DT,BMW X1 hybrideXdrive 25e Lounge,,,,,,,,,,,,Oui,Oui,,,,Triangle de présignalisation,10.25,Ouverture et fermeture motorisée,Éléctrique,,,,,,,2.5 heures,,,,,,,,Oui,,,,,,,,,,,Oui,,,Conducteur et passager,,,,,,,,,,,,,,,,Tactile | 10.7 pouces | Curved Display,,109 CH,,,,,,,,,,,,,,,,,,,,,,85 km,,,,,,,,,,,,,Oui,,,,,,,,,,,,Alu satiné,,,,,,,,,,,,,16.3 kWh,,,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables,,,,Avant/Arrière,En hauteur et en profondeur,Avant,,Commandes au volant,Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Sensatec perforé,Conducteur à réglage électrique | Fonction mémoire | Sport,Luxury,Lunette et vitres arrières sur-teintées | Calorifuges,Cuir | Multi-fonctions,Radar de recul | Radar avant | Caméra de recul | Parkassist,,,Feux de jour | Avant | Arrières,En aluminium | 18,Adaptatifs | LED,,SUV,1642 mm,1845 mm,4500 mm,5,5,,540 L,6.8 s,,1.1 L/100 km,,190 KM/H,Automatique,477 nm 1500 tr/min,1499 CM³,Essence | Hybride rechargeable,3,7,245 CH,8 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,TCS,AFU,Oui,,5 ans (2+3),239900 DT,BMW X1 hybrideXdrive 25e Xline,,,,,,,,,,,,Oui,Oui,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,Éléctrique,,,,,,,2.5 heures,,,,,,,,Oui,,,,,,10.25,,,,,Oui,,Alu satiné,Conducteur et passager,,,,,,,,,,,,,,,,Tactile | 10.7 pouces | Curved Display,,109 CH,,,,,,,,,,,,,,,,,,,Noir brillant,,,85 km,,,Ouvrant | Panoramique | En verre,,,,X-line,,,,,,Oui,,,,,,,,,,,,Alu satiné,,,,,,,,,,,,,16.3 kWh,,,
,,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables,,,,Avant/Arrière,En hauteur et en profondeur,Avant,,Commandes au volant,Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,,Alcantara/Sensatec,Conducteur à réglage électrique | Fonction mémoire | Sport,Luxury,Lunette et vitres arrières sur-teintées | Calorifuges,Cuir | Multi-fonctions | M | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Parkassist,,,Feux de jour | Avant | Arrières,En aluminium | 18,Adaptatifs | LED,,SUV,1642 mm,1845 mm,4500 mm,5,5,,540 L,6.8 s,,1.1 L/100 km,,190 KM/H,Automatique,477 nm 1500 tr/min,1499 CM³,Essence | Hybride rechargeable,3,7,245 CH,8 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,TCS,AFU,Oui,,5 ans (2+3),244900 DT,BMW X1 hybridexDrive 25e Pack M,,,,,,,,,,,,Oui,Oui,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,Éléctrique,,,,,,,2.5 heures,,,,,,,,Velours,,,,,,10.25,,,,,Oui,,Alu satiné,Conducteur et passager,,,,,,,,,,,,,,,,Tactile | 10.7 pouces | Curved Display,,109 CH,,,,,,,M anthracite,,,,,,,,,,,,Noir brillant,,,85 km,,,Ouvrant | Panoramique | En verre,,,,Pack Sport M,,,,,,Oui,,,,,,,,,,,,M Shadow Line à haute brillance,,,,,,,,,,,,,16.3 kWh,,,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones,Oui,Oui,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants,,,,Avant,En hauteur et en profondeur,Avant | Arrière,,Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale,,,Sensatec perforé,Électriques | Fonction mémoire,,Calorifuges,Cuir | Multi-fonctions | Sport,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,,Pare-chocs | Poignées de portes | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 18,LED,,Berline,1448 mm,1852 mm,4783 mm,5,5,,470 L,5.6 s,,,,190 KM/H,Automatique,430 nm 0 tr/min,,Electrique,,1,340 CH,22 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,,Oui,,5 ans (2+3),237900 DT,BMW I4EDRIVE40 BUSINESS LINE,,,,,,30 minutes,,,,,,Oui,Oui,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,Éléctrique,,,,,,,8.5 heures,,,,Oui,,,,Velours,,,,,,12.3,,,,,Oui,Oui,Alu satiné,Conducteur et passager,,,,,,16.1 kWh/100 km,,,,,,Oui,,,,Tactile | 14.9 pouces,,,,,,,Oui,,M anthracite,,,,,,,,,,,,Noir brillant,,,573 km,,,Ouvrant | Panoramique,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,1,,,,,,81.1 kWh,,,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones,Oui,Sport variable,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants,,,,Avant,En hauteur et en profondeur,Avant | Arrière,,Harman/Kardon | Commandes au volant,USB-C | Apple Carplay | Bluetooth | Commande vocale,,,Schwarz | Surpiqûre contrastée Bleue | Vernasca,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport M,Sensatec,Calorifuges,Cuir | Multi-fonctions | M | Sport,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,,Pare-chocs | Poignées de portes | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 19,BMW Laserlight,Oui,Berline,1448 mm,1852 mm,4783 mm,5,5,,470 L,5.6 s,,,,190 KM/H,Automatique,430 nm 0 tr/min,,Electrique,,1,340 CH,22 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,,Oui,,5 ans (2+3),276900 DT,BMW I4EDRIVE40 PACK M,,,,,,30 minutes,,,,,,Oui,Oui,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,Éléctrique,,,,Oui,,,8.5 heures,,,,Oui,,,,Velours,,,,,,12.3,Adaptative,,,,Oui,Oui,Shadow Line,Conducteur et passager,,,,,,16.1 kWh/100 km,,,,,,Oui,Oui,,,Tactile | 14.9 pouces,,,,,,,Oui,Sport M,M anthracite,,,,,,,,,,,,Inserts décoratifs M,,Oui,573 km,,,Ouvrant | En verre,,,,Pack Sport M,,,,,,Oui,,,,,,,,,,,,,,,,,,,1,,,,,,81.1 kWh,,,
,1 prise 12 V,Oui,Démarrage mains libres,,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,Harman/Kardon | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale,,,Surpiqures  | Similicuir perforé,Réglage lombaire | Sport,,Lunette et vitres arrières sur-teintées | Calorifuges,Cuir | Sport | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Pare-chocs | Poignées de portes | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 18,Adaptatifs | LED,,Berline,1515 mm,1900 mm,5060 mm,5,4,Métallisée,490 L,7.5 s,,5.8 L/100 km,,230 KM/H,Automatique,330 nm 1500 tr/min,1999 CM³,Essence | Hybride léger,4,8,208 CH,11 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,AFU,Oui,,5 ans (2+3),269900 DT,BMW serie 5520i Business Line,Confort | Sport | Eco,,,,,,,,,,,,Oui,,,,Triangle de présignalisation | Trousse de premiers secours,12.3,Ouverture et fermeture motorisée,Éléctrique,,,,,,,,,,,Oui,,,,Velours,,,,,,,,,,,Oui,Oui,Chrome,Conducteur et passager,,,,,,,,,Aluminium,,,Oui,Oui,,,Tactile | 14.9 pouces,,,,,,,,,,,,,,,,,,,,,Accentuation Dunkelsilber combinée à une laque à effet Dark Graphite mat,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Adaptatif | Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,Harman/Kardon | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,,Surpiqures  | Similicuir perforé,Électriques | Réglage lombaire | Fonction mémoire | Sport,,Lunette et vitres arrières sur-teintées | Calorifuges,Cuir | Sport | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Pare-chocs | Poignées de portes | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 18,Adaptatifs | LED,,Berline,1515 mm,1900 mm,5060 mm,5,4,Métallisée,490 L,7.5 s,,5.8 L/100 km,,230 KM/H,Automatique,330 nm 1500 tr/min,1999 CM³,Essence | Hybride léger,4,8,208 CH,11 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,AFU,Oui,,5 ans (2+3),293900 DT,BMW serie 5520i Lounge,Confort | Sport | Eco,,,,,,,,,,,,Oui,,,,Triangle de présignalisation | Trousse de premiers secours,12.3,Ouverture et fermeture motorisée,Éléctrique,,,,,,,,,,,Oui,,,,Velours,,,,,,,,,,,Oui,Oui,Chrome,Conducteur et passager,,,,,,,,,Aluminium,,,Oui,Oui,,,Tactile | 14.9 pouces,,,,,,,,,,,,,,,,,,,,,Accentuation Dunkelsilber combinée à une laque à effet Dark Graphite mat,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique | Bizone,Oui,Oui,À distance,,Oui,Oui,Adaptatif | Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,,,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,Harman/Kardon | Commandes au volant,USB | USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,,Surpiqures  | Similicuir perforé,Électriques | Réglage lombaire | Fonction mémoire | Sport,,Lunette et vitres arrières sur-teintées | Calorifuges,Cuir | M | Sport | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Pare-chocs | Poignées de portes | Rétroviseurs,Feux de jour | Avant | Arrières,En aluminium | 19,Adaptatifs | LED,,Berline,1515 mm,1900 mm,5060 mm,5,4,Métallisée,490 L,7.5 s,,5.8 L/100 km,,230 KM/H,Automatique,330 nm 1500 tr/min,1999 CM³,Essence | Hybride léger,4,8,208 CH,11 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,AFU,Oui,,5 ans (2+3),315900 DT,BMW serie 5520i Pack M,Confort | Sport | Eco,,,,,,,,,,,,Oui,,,,Triangle de présignalisation | Trousse de premiers secours,12.3,Ouverture et fermeture motorisée,Éléctrique,,,,,,,,,,,Oui,,,,Velours,,,,,,,,,,,Oui,Oui,Alu satiné,Conducteur et passager,,,,,,,,,Aluminium,,,Oui,Oui,,,Tactile | 14.9 pouces,,,,,,,,,M anthracite,,,,,,,,,,,,Accentuation Dunkelsilber combinée à du bois précieux de chêne foncé haute brillance,,,,Oui,,Ouvrant | Panoramique | En verre,,,,Pack Sport M,,,,,,Oui,,,Sport M,,,,,,,,,,,,,,,,,,,,,,,,Chromée,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones,Oui,Oui,À distance,,,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Confort | Sport | Eco,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,,Commandes au volant,USB | USB-C | Apple Carplay | AUX | Bluetooth,Tactile,,Sensatec,Électriques | Fonction mémoire,,Parebrise athermique | Calorifuges,Cuir | Multi-fonctions | M,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,Oui,Oui,Feux de jour | Avant | Arrières,En aluminium | 18,Full LED,,Berline,1442 mm,1852 mm,4783 mm,5,5,,470 L,7.9 s,4.9 L/100 km,6.6 L/100 km,8.2 L/100 km,235 KM/H,Automatique,300 nm 1350 tr/min,1998 CM³,Essence,4,8,184 CH,10 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,DTC | DSC,AFU | DBC,Oui,,5 ans (2+3),276800 DT,BMW serie 4 gran coupe420i Business Line,,,,,,,,,,,,Oui,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,,,,,,,,,,,,Velours,,,,,,Live Cockpit Professional,,,,,Oui,Oui,Alu satiné,,,,,,,,,EDLC,Aluminium,,,Oui,,,,,,,,,,,,,Anthracite,,,,,,,,,,,,Noir brillant,,,,,,Ouvrant | Panoramique,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,
Oui,,Oui,Démarrage mains libres,Accès mains libres,Automatique | 3 zones,Oui,Sport variable,À distance,,,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,Confort | Sport | Eco,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,Harman/Kardon | Commandes au volant,USB | USB-C | Apple Carplay | AUX | Bluetooth,Tactile,,Cuir | Surpiqures  | Vernasca,Électriques | Réglage lombaire | Fonction mémoire | Sport,Sensatec,Parebrise athermique | Calorifuges,Cuir | Multi-fonctions | M | Avec palettes,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,Oui,Oui,Feux de jour | Avant | Arrières,En aluminium | 19,BMW Laserlight,Oui,Berline,1442 mm,1852 mm,4783 mm,5,5,,470 L,7.9 s,4.9 L/100 km,6.6 L/100 km,8.2 L/100 km,235 KM/H,Automatique,300 nm 1350 tr/min,1998 CM³,Essence,4,8,184 CH,10 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,DTC | DSC,AFU | DBC,Oui,,5 ans (2+3),331900 DT,BMW serie 4 gran coupe420i Pack M,,,,,,,,,,,,Oui,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,Oui,,,,,,,,,,,Velours,,,,,,Live Cockpit Professional,,,,,Oui,Oui,Noir Brillant,,,,,,,,,EDLC,Aluminium,,,Oui,,,,,,,,,,,,Étriers rouges,BMW Individual anthracite,,,,,,,,,,,,Noir brillant,,,,,,Ouvrant | Panoramique,,,,,,,,,,Oui,,,Sport M,,,Oui,,,,,,,,,,,,,,,,,,,,,,
,,Oui,,,Automatique,Oui,Oui,À distance,,,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants,,Conducteur et passager,,Avant,En hauteur et en profondeur,Avant | Arrière,,BMW Professional CD | Commandes au volant,USB | Bluetooth,Tactile | 8.8,,Sensatec | Canberrabeige,,,Parebrise athermique,Cuir | Multi-fonctions | M | Sport,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,LED,Oui,Feux de jour,En aluminium | 18,LED,,Coupé,1383 mm,1852 mm,4768 mm,5,2,,440 L,7.5 s,4.9 L/100 km,6.3 L/100 km,6.9 L/100 km,240 KM/H,Automatique,300 nm 1350 tr/min,1998 CM³,Essence,4,8,184 CH,10 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,,,,5 ans (2+3),277000 DT,BMW série 4 coupé420I Business Line,,,,,,,,,,,,,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,,,,,,,,,,,,Velours,,,,,,Live Cockpit Professional,,,,,Oui,Oui,Aluminium,,,,,,,,,,,,,Oui,,,,,,,,,,,,,BMW Individual anthracite,,,,,,,,,Oui,,,Noir brillant,,,,,,Ouvrant | En verre,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Chromée,
,,Oui,,Accès mains libres,Automatique,Oui,Sport variable,À distance,,,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables | Dégivrants,,Conducteur et passager,,Avant,En hauteur et en profondeur,Avant | Arrière,,BMW Professional CD | Commandes au volant,USB | Bluetooth,Tactile | 8.8,,Cuir | Surpiqures  | Vernasca Cognac,Électriques | Réglage lombaire | Fonction mémoire | Sport M,Sensatec,Parebrise athermique,Cuir | Multi-fonctions | M | Sport,Radar de recul | Radar avant | Caméra de recul | Parkassist | Park distance control,LED,Oui,Feux de jour,En aluminium | 19,LED,Oui,Coupé,1383 mm,1852 mm,4768 mm,5,2,,440 L,7.5 s,4.9 L/100 km,6.3 L/100 km,6.9 L/100 km,240 KM/H,Automatique,300 nm 1350 tr/min,1998 CM³,Essence,4,8,184 CH,10 CV,Propulsion,Oui,Frontaux | Latéraux | Rideaux,Oui,Oui,,,,5 ans (2+3),331900 DT,BMW série 4 coupé420i Pack M Sport,,,,,,,,,,,,Oui,,,,,Triangle de présignalisation,,Ouverture et fermeture motorisée,,,,,Oui,,,,,,,,,,,Velours,,,,,,Live Cockpit Professional,,,,,Oui,Oui,Aluminium,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,Sport M,BMW Individual anthracite,,,,,,,,,Oui,,,Noir brillant,,,,,,Ouvrant | En verre,,,,Pack Sport M,,,,,,Oui,,,Sport M,,,Oui,,,,,,,,,,,,,,,,,,,,,Chromée,
,1 prise 12 V,Oui,Démarrage mains libres,Accès mains libres,Automatique,Oui,Servotronic,À distance,,Oui,Oui,Avec fonction freinage,Anti-éblouissement,Électriques | Rabattables,,,,Avant/Arrière,En hauteur et en profondeur,Avant,,Harman/Kardon | Commandes au volant,Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil | Commande gestuelle,,,Cuir,Conducteur à réglage électrique | Chauffants | Réglage lombaire | Fonction mémoire | Sport,Sensatec,Calorifuges | Acoustiques,Cuir | Multi-fonctions | M | Sport,Radar de recul | Radar avant | Système de caméras 360 | Parkassist,,,Feux de jour | Avant | Arrières,En aluminium | 20,Adaptatifs | LED,,SUV,1668 mm,1891 mm,4734 mm,5,5,,490 L,6.8 s,,,,180 KM/H,Automatique,400 nm 0 tr/min,,Electrique,,1,286 CH,N.C. CV,Intégrale,Oui,Frontaux | Latéraux | Genoux | Protège-tête,Oui,DTC | DSC,AFU,Oui,,5 ans (2+3),284900 DT,BMW IX3M Sport,,,,,,31 minutes,,,,,,Oui,Oui,,,Oui,Triangle de présignalisation | Trousse de premiers secours,12.3,Ouverture et fermeture motorisée,Éléctrique,,,,,,,8.25 heures,,,,Oui,,,,Velours,,,,,,,,,,,Oui,Oui,Alu satiné,Conducteur et passager,,,,,,17.6 kWh/100 km,,,,,,,,,,Tactile | 12.3 pouces,,,,,,,,,M anthracite,,,,1,,,,,,,,Noir brillant,,,461 km,,,Ouvrant | Panoramique | En verre,,,,Pack Sport M,,,,,,Oui,,,,,,,,,,,,M Shadow Line à haute brillance,,,,,,,,,,,,,73.9 kWh,,,
,,Oui,Démarrage mains libres,,Automatique,Oui,Oui,À distance,,,Oui,,Anti-éblouissement,Électriques | Rabattables | Dégivrants | Avec clignotants intégrés,,Conducteur et passager,Oui,Avant/Arrière,En hauteur et en profondeur,Avant | Arrière,3,Commandes au volant,USB | USB-C | Apple Carplay | Bluetooth,Tactile,,Sensatec perforé,Électriques | Fonction mémoire | Sport,,Calorifuges | Acoustiques,Cuir | Sport,Radar de recul | Radar avant | Caméra de recul | Parkassist,LED,Oui,Feux de jour | Avant | Arrières,En aluminium | 19,Full LED | Adaptatifs,,SUV,1676 mm,1891 mm,4708 mm,5,5,,550 L,6.1 s,,2.2 L/100 km,,210 KM/H,Automatique,300 nm 1350 tr/min,1995 CM³,Essence | Hybride rechargeable,4,8,292 CH,11 CV,Intégrale,Oui,Frontaux | Latéraux | Rideaux,Oui,DTC,,Oui,,5 ans (2+3),355000 DT,BMW x3 hybride30e Xdrive Business Line,,,50 km,,,,,,,,,Oui,Oui,,,,Triangle de présignalisation,,,,,,,,,,3.75 heures,,,,,,,,Velours,,,,,,Live Cockpit Professional,,,,,Oui,Oui,Noir Brillant | Shadow Line,,,,,,,,,,,,,Oui,Oui,,,,,109 CH,,,,,,,BMW Individual anthracite,,,,,,,,,Oui,,,Noir brillant,,,,,,Ouvrant | Panoramique | En verre,,,,,,,,,,Oui,,,,,,Oui,,Oui,,,,Noires,,,,,,,,,,,,,,,,
